Precinct,Race,Candidate,Total Votes
4180 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4180 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4180 BS 3,"For Council, City of San Antonio, District 3",,Day
4180 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 0 0,0
4180 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 0 0,0
4181 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4181 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4181 BS 4,"For Council, City of San Antonio, District 2",,Day
4181 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0.00% 0,0
4181 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 1 100.00% 0,1
4183 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4183 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4183 BS 4,"For Council, City of San Antonio, District 2",,Day
4183 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 2 11.76% 1,0
4183 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 15 88.24% 8,1
4184 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4184 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4184 BS 4,"For Council, City of San Antonio, District 2",,Day
4184 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0.00% 0,0
4184 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 2 100.00% 0,0
4186 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4186 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4186 BS 4,"For Council, City of San Antonio, District 2",,Day
4186 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 8 40.00% 5,2
4186 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 12 60.00% 3,1
4190 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4190 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4190 BS 4,"For Council, City of San Antonio, District 2",,Day
4190 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4190 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4193 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4193 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4193 BS 4,"For Council, City of San Antonio, District 2",,Day
4193 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 1 50.00% 0,1
4193 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 1 50.00% 0,0
4200 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4200 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4200 BS 3,"For Council, City of San Antonio, District 3",,Day
4200 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 60 36.81% 23,4
4200 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 103 63.19% 32,24
4202 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4202 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4202 BS 3,"For Council, City of San Antonio, District 3",,Day
4202 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 0 0,0
4202 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 0 0,0
4203 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4203 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4203 BS 1,"For Council, City of San Antonio, District 1",,Day
4203 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 8 53.33% 5,0
4203 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 7 46.67% 2,0
4204 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4204 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4204 BS 3,"For Council, City of San Antonio, District 3",,Day
4204 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 0 0,0
4204 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 0 0,0
4206 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4206 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4206 BS 4,"For Council, City of San Antonio, District 2",,Day
4206 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 1 20.00% 0,0
4206 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 4 80.00% 2,0
4207 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4207 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4207 BS 4,"For Council, City of San Antonio, District 2",,Day
4207 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4207 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4208 BS 3,"For Council, City of San Antonio, District 3",Vote,For
4208 BS 3,"For Council, City of San Antonio, District 3",TOTAL VOTE % Election,Absentee
4208 BS 3,"For Council, City of San Antonio, District 3",,Day
4208 BS 3,"For Council, City of San Antonio, District 3",Tomas Uresti 0 0,0
4208 BS 3,"For Council, City of San Antonio, District 3",Phyllis Viagran 0 0,0
4211 BS 1,"For Council, City of San Antonio, District 1",Vote,For
4211 BS 1,"For Council, City of San Antonio, District 1",TOTAL VOTE % Election,Absentee
4211 BS 1,"For Council, City of San Antonio, District 1",,Day
4211 BS 1,"For Council, City of San Antonio, District 1",Mario Bravo 4 100.00% 1,0
4211 BS 1,"For Council, City of San Antonio, District 1",Roberto C. Treviño 0 0.00% 0,0
4212 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4212 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4212 BS 4,"For Council, City of San Antonio, District 2",,Day
4212 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4212 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
4213 BS 4,"For Council, City of San Antonio, District 2",Vote,For
4213 BS 4,"For Council, City of San Antonio, District 2",TOTAL VOTE % Election,Absentee
4213 BS 4,"For Council, City of San Antonio, District 2",,Day
4213 BS 4,"For Council, City of San Antonio, District 2",Jada Andrews-Sullivan 0 0,0
4213 BS 4,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez 0 0,0
